"","conv","country","drop_kicks","opposition","penalties","player","points","position","result","tries","country_tier","opposition_tier"
"2358",4,"Spain",0,"Russia",0,"DR Snee",8,"FH","won",0,"2","2"
"2359",1,"Spain",0,"Georgia",2,"BD Linklater",8,"FB","lost",0,"2","2"
"2360",1,"Fra",0,"Wales",2,"C Lopez",8,"FH","lost",0,"1","1"
"2361",1,"Scot",0,"England",2,"GD Laidlaw",8,"SH","lost",0,"1","1"
"2362",1,"Urug",0,"Brazil",2,"JJ Etcheverry Cavanna",8,"W","won",0,"2","3"
"2363",1,"Arg",0,"New Zealand",2,"FN Sanchez",8,"FH","lost",0,"1","1"
"2364",1,"Can",0,"Tonga",2,"GA McRorie",8,"SH","lost",0,"2","2"
"2365",1,"JPN",0,"USA",2,"H Tatekawa",8,"FH","lost",0,"2","2"
"2366",1,"Can",0,"USA",2,"LD Underwood",8,"FH","lost",0,"2","2"
"2367",1,"Kenya",0,"Namibia",2,"D Mukidza Kinyangi",8,"C","lost",0,"3","2"
"2368",4,"Ire",0,"Scotland",0,"IL Madigan",8,"FH","won",0,"1","1"
"2369",1,"Ire",0,"England",2,"JJ Sexton",8,"FH","lost",0,"1","1"
"2370",1,"JPN",0,"Georgia",2,"A Goromaru",8,"FB","won",0,"2","2"
"2371",1,"Eng",0,"Fiji",2,"GT Ford",8,"FH","won",0,"1","2"
"2372",0,"Fiji",0,"England",1,"RNDSN Nadolo",8,"W","lost",1,"2","1"
"2373",1,"Fiji",0,"Australia",2,"RNDSN Nadolo",8,"W","lost",0,"2","1"
"2374",1,"Can",0,"Italy",2,"NS Hirayama",8,"FH","lost",0,"2","1"
"2375",1,"Fiji",0,"Wales",2,"BTT Volavola",8,"FH","lost",0,"2","1"
"2376",1,"Can",0,"France",2,"NS Hirayama",8,"FH","lost",0,"2","1"
"2377",4,"NZ",0,"Georgia",0,"DW Carter",8,"FH","won",0,"1","2"
"2378",1,"Scot",0,"South Africa",2,"GD Laidlaw",8,"SH","lost",0,"1","1"
"2379",1,"Eng",0,"Australia",2,"OA Farrell",8,"FH","lost",0,"1","1"
"2380",4,"SA",0,"USA",0,"H Pollard",8,"FH","won",0,"1","2"
"2381",4,"Eng",0,"Uruguay",0,"OA Farrell",8,"C","won",0,"1","2"
"2382",4,"Arg",0,"Namibia",0,"JP Socino",8,"C","won",0,"1","2"
"2383",1,"Ire",0,"France",2,"IL Madigan",8,"FH","won",0,"1","1"
"2384",1,"USA",0,"Japan",2,"AL MacGinty",8,"FH","lost",0,"2","2"
"2385",1,"Arg",1,"South Africa",1,"FN Sanchez",8,"FH","lost",0,"1","1"
"2386",1,"Germ",0,"Brazil",2,"R Parkinson",8,"FB","won",0,"2","3"
"2387",1,"Germ",0,"Brazil",2,"JT te Huia",8,"FH","won",0,"2","3"
"2388",1,"Fra",0,"Italy",2,"J Plisson",8,"FH","won",0,"1","1"
"2389",4,"Can",0,"Uruguay",0,"GA McRorie",8,"SH","won",0,"2","2"
"2390",1,"Urug",0,"Brazil",2,"R Silva Pisano",8,"FH","won",0,"2","3"
"2391",1,"Spain",0,"Romania",2,"BD Linklater",8,"C","lost",0,"2","2"
"2392",0,"Eng",0,"Italy",1,"GT Ford",8,"FH","won",1,"1","1"
"2393",1,"Chile",0,"Canada",2,"M Nordenflycht Torrico",8,"C","lost",0,"3","2"
"2394",0,"Scot",0,"France",1,"SW Hogg",8,"FB","won",1,"1","1"
"2395",1,"Fra",0,"Scotland",2,"M Machenaud",8,"SH","lost",0,"1","1"
"2396",4,"JPN",0,"Hong Kong",0,"R Yamanaka",8,"FH","won",0,"2","3"
"2397",1,"Wales",0,"England",2,"DR Biggar",8,"FH","lost",0,"1","1"
"2398",1,"Fiji",0,"Tonga",2,"S Baikeinuku",8,"C","won",0,"2","2"
"2399",1,"Aust",0,"England",2,"BT Foley",8,"FH","lost",0,"1","1"
"2401",1,"Kenya",0,"Brazil",2,"D Mukidza Kinyangi",8,"W","won",0,"3","3"
"2402",1,"Tonga",0,"Georgia",2,"S Takulua",8,"SH","lost",0,"2","2"
"2403",1,"JPN",0,"Scotland",2,"Y Tamura",8,"FH","lost",0,"2","1"
"2405",1,"Ire",0,"South Africa",2,"DPLJ Jackson",8,"FH","lost",0,"1","1"
"2406",1,"Arg",0,"South Africa",2,"FN Sanchez",8,"FH","won",0,"1","1"
"2407",1,"SA",0,"New Zealand",2,"ET Jantjies",8,"FH","lost",0,"1","1"
"2408",4,"Aust",0,"Argentina",0,"BT Foley",8,"C","won",0,"1","1"
"2409",0,"Ire",0,"New Zealand",1,"GC Murray",8,"SH","won",1,"1","1"
"2410",1,"JPN",0,"Georgia",2,"Y Tamura",8,"FH","won",0,"2","2"
"2411",1,"Spain",0,"Tonga",2,"BD Linklater",8,"FB","lost",0,"2","2"
"2412",1,"Rom",0,"USA",2,"FA Vlaicu",8,"C","won",0,"2","2"
"2413",1,"Fra",0,"Australia",2,"M Machenaud",8,"SH","lost",0,"1","1"
"2414",1,"Can",0,"Samoa",2,"CJ Braid",8,"FH","lost",0,"2","2"
"2415",1,"Fra",0,"New Zealand",2,"B Serin",8,"SH","lost",0,"1","1"
"2416",1,"USA",0,"Uruguay",2,"AL MacGinty",8,"C","won",0,"2","2"
"2417",4,"USA",0,"Brazil",0,"B Cima",8,"FH","won",0,"2","3"
"2418",1,"Belg",0,"Russia",2,"A Williams",8,"FB","lost",0,"3","2"
"2419",4,"Georg",0,"Germany",0,"M Kvirikashvili",8,"FB","won",0,"2","2"
"2420",1,"Wales",0,"Scotland",2,"SL Halfpenny",8,"FB","lost",0,"1","1"
"2421",1,"Italy",0,"France",2,"C Canna",8,"FH","lost",0,"1","1"
"2422",4,"Georg",0,"Russia",0,"M Kvirikashvili",8,"FB","won",0,"2","2"
"2423",1,"Ire",0,"England",2,"JJ Sexton",8,"FH","won",0,"1","1"
"2424",4,"Urug",0,"Paraguay",0,"GJ Albanell Herrera",8,"FH","won",0,"2","3"
"2425",1,"Namib",0,"Spain",2,"TAW Kotze",8,"FH","lost",0,"2","2"
"2426",4,"USA",0,"Canada",0,"AL MacGinty",8,"FH","draw",0,"2","2"
"2427",1,"NZ",0,"Australia",2,"LZ Sopoaga",8,"FH","lost",0,"1","1"
"2428",2,"Rom",0,"Portugal",1,"FA Vlaicu",7,"FB","won",0,"2","2"
"2429",2,"Scot",0,"Italy",1,"CD Paterson",7,"W","lost",0,"1","1"
"2430",2,"Russ",0,"Czech Rep",1,"Y Kushnarev",7,"FH","won",0,"2","3"
"2431",2,"Russ",0,"Czech Rep",1,"V Motorin",7,"SH","won",0,"2","3"
"2433",1,"Namib",0,"Zimbabwe",0,"J van Zyl",7,"FH","won",1,"2","3"
"2434",1,"Samoa",0,"New Zealand",0,"UI Mai Vala",7,"FH","lost",1,"2","1"
"2435",1,"Russ",0,"Spain",0,"V Motorin",7,"SH","won",1,"2","2"
"2436",2,"NZ",0,"Ireland",1,"DW Carter",7,"FH","won",0,"1","1"
"2438",2,"Ire",1,"Wales",0,"RJR O'Gara",7,"FH","won",0,"1","1"
"2439",2,"Ire",0,"USA",1,"IJ Keatley",7,"FH","won",0,"1","2"
"2440",2,"Tonga",0,"Fiji",1,"DFH Halaifonua Tonga",7,"W","lost",0,"2","2"
"2441",2,"Aust",0,"Italy",1,"JD O'Connor",7,"FB","won",0,"1","1"
"2442",2,"Urug",0,"Russia",1,"N Morales",7,"FH","lost",0,"2","2"
"2443",1,"Namib",0,"Tunisia",0,"CA Botha",7,"FB","won",1,"2","3"
"2444",2,"USA",0,"Uruguay",1,"MMM Hercus",7,"FH","won",0,"2","2"
"2445",2,"Wales",0,"England",1,"SM Jones",7,"FH","lost",0,"1","1"
"2446",2,"Germ",0,"Spain",1,"F Heimpel",7,"FH","lost",0,"2","2"
"2447",1,"Arg",0,"Chile",0,"FN Sanchez",7,"C","won",1,"1","3"
"2448",1,"Aust",0,"Fiji",0,"QS Cooper",7,"FH","won",1,"1","2"
"2449",2,"Russ",0,"USA",1,"A Yanyushkin",7,"SH","lost",0,"2","2"
"2450",2,"Rom",0,"Namibia",1,"DM Dumbrava",7,"FH","lost",0,"2","2"
"2451",2,"Fiji",0,"Japan",1,"J Dakuvula",7,"FB","won",0,"2","2"
"2452",2,"Eng",0,"Australia",1,"TGAL Flood",7,"FH","lost",0,"1","1"
"2453",2,"SA",0,"New Zealand",1,"M Steyn",7,"FH","lost",0,"1","1"
"2454",1,"Rom",0,"Tunisia",0,"FA Vlaicu",7,"FB","won",1,"2","3"
"2455",1,"Aust",0,"South Africa",0,"JD O'Connor",7,"W","won",1,"1","1"
"2456",2,"USA",0,"Portugal",1,"V Malifa",7,"FH","won",0,"2","2"
"2457",2,"Germ",0,"Poland",1,"F Heimpel",7,"FH","lost",0,"2","3"
"2458",1,"Namib",0,"Spain",0,"CA Botha",7,"FB","lost",1,"2","2"
"2459",2,"Fra",0,"Scotland",1,"D Yachvili",7,"SH","won",0,"1","1"
"2460",2,"Port",0,"Ukraine",1,"JK Gardener",7,"FH","won",0,"2","3"
"2462",2,"Fiji",0,"Samoa",1,"NT Little",7,"FH","won",0,"2","2"
"2463",2,"Rom",0,"Ukraine",1,"DM Dumbrava",7,"FH","won",0,"2","3"
"2464",2,"SA",0,"Wales",1,"M Steyn",7,"FH","won",0,"1","1"
"2465",1,"Namib",0,"Samoa",0,"TAW Kotze",7,"FH","lost",1,"2","2"
"2466",2,"Fra",0,"New Zealand",1,"D Yachvili",7,"SH","lost",0,"1","1"
"2467",2,"Italy",0,"USA",1,"M Bergamasco",7,"W","won",0,"1","2"
"2468",2,"Ire",0,"France",1,"JJ Sexton",7,"FH","draw",0,"1","1"
"2469",2,"Rom",0,"Uruguay",1,"D Manole",7,"FH","won",0,"2","2"
"2470",2,"Scot",0,"Samoa",1,"GD Laidlaw",7,"FH","won",0,"1","2"
"2471",1,"NZ",0,"Ireland",0,"IJA Dagg",7,"FB","won",1,"1","1"
"2472",1,"Italy",0,"USA",0,"KS Burton",7,"FH","won",1,"1","2"
"2473",2,"NZ",0,"Argentina",1,"AW Cruden",7,"FH","won",0,"1","1"
"2474",2,"Scot",0,"New Zealand",1,"GD Laidlaw",7,"FH","lost",0,"1","1"
"2475",1,"Spain",0,"Zimbabwe",0,"C Sempere Padilla",7,"FH","won",1,"2","3"
"2476",2,"Georg",0,"Belgium",1,"M Kvirikashvili",7,"FH","won",0,"2","3"
"2477",2,"Germ",0,"Czech Rep",1,"R Parkinson",7,"FH","won",0,"2","3"
"2478",2,"Braz",0,"Chile",1,"LR Duque",7,"FH","lost",0,"3","3"
"2479",2,"Tonga",0,"Japan",1,"FOL 'Apikotoa",7,"FH","won",0,"2","2"
"2480",2,"Scot",0,"South Africa",1,"GD Laidlaw",7,"SH","lost",0,"1","1"
"2482",2,"Arg",0,"South Africa",1,"F Contepomi",7,"C","lost",0,"1","1"
"2483",2,"NZ",0,"South Africa",1,"BJ Barrett",7,"FH","won",0,"1","1"
"2484",2,"SA",0,"New Zealand",1,"M Steyn",7,"FH","lost",0,"1","1"
"2485",2,"Arg",0,"Australia",1,"FN Sanchez",7,"FH","lost",0,"1","1"
"2486",2,"Aust",0,"Italy",1,"CP Leali'ifano",7,"FH","won",0,"1","1"
"2487",2,"JPN",0,"Scotland",1,"A Goromaru",7,"FB","lost",0,"2","1"
"2488",1,"Scot",0,"Japan",0,"D Weir",7,"FH","won",1,"1","2"
"2489",2,"SA",0,"Wales",1,"M Steyn",7,"FH","won",0,"1","1"
"2490",2,"NZ",0,"England",1,"DW Carter",7,"FH","won",0,"1","1"
"2491",2,"Wales",0,"Tonga",1,"SL Halfpenny",7,"FB","won",0,"1","2"
"2492",2,"Ire",0,"New Zealand",1,"JJ Sexton",7,"FH","lost",0,"1","1"
"2493",1,"Ire",0,"Wales",0,"DPLJ Jackson",7,"FH","won",1,"1","1"
"2494",2,"Eng",0,"Scotland",1,"OA Farrell",7,"FH","won",0,"1","1"
"2495",2,"Russ",0,"Portugal",1,"Y Kushnarev",7,"FH","won",0,"2","2"
"2496",1,"Russ",0,"Belgium",0,"S Sugrobov",7,"FH","won",1,"2","3"
"2497",2,"Chile",0,"Paraguay",1,"M Nordenflycht Torrico",7,"C","won",0,"3","3"
"2498",1,"Ire",0,"Argentina",0,"IL Madigan",7,"FH","won",1,"1","1"
"2499",2,"Namib",0,"Kenya",1,"TAW Kotze",7,"FH","lost",0,"2","3"
"2500",2,"SA",0,"Argentina",1,"M Steyn",7,"FH","won",0,"1","1"
"2501",2,"Aust",0,"Argentina",1,"BT Foley",7,"FH","lost",0,"1","1"
"2502",2,"NZ",0,"Australia",1,"BJ Barrett",7,"FH","won",0,"1","1"
"2503",2,"Rom",0,"USA",1,"FA Vlaicu",7,"C","lost",0,"2","2"
"2504",2,"Arg",0,"Italy",1,"JM Hernandez",7,"FH","won",0,"1","1"
"2505",2,"Germ",0,"Russia",1,"C Hilsenback",7,"FH","lost",0,"2","2"
"2506",1,"Eng",0,"Italy",0,"DJ Cipriani",7,"FH","won",1,"1","1"
"2507",2,"Italy",0,"Wales",1,"L Orquera",7,"FH","lost",0,"1","1"
"2508",2,"Fra",0,"England",1,"J Plisson",7,"FH","lost",0,"1","1"
"2511",2,"Namib",0,"Tunisia",1,"TAW Kotze",7,"FH","won",0,"2","3"
"2512",1,"Namib",0,"Russia",0,"EA Jantjies",7,"SH","won",1,"2","2"
"2513",2,"Aust",0,"South Africa",1,"QS Cooper",7,"FH","won",0,"1","1"
"2514",2,"Samoa",0,"Fiji",1,"MJ Stanley",7,"FH","draw",0,"2","2"
"2515",2,"Fiji",0,"Samoa",1,"JL Matavesi",7,"FH","won",0,"2","2"
"2516",2,"Fiji",0,"Samoa",1,"BTT Volavola",7,"C","won",0,"2","2"
"2517",2,"Aust",0,"New Zealand",1,"MJ Giteau",7,"C","won",0,"1","1"
"2518",2,"Eng",0,"Fiji",1,"OA Farrell",7,"FH","won",0,"1","2"
"2519",2,"Georg",0,"Tonga",1,"M Kvirikashvili",7,"FB","won",0,"2","2"
"2520",2,"SA",0,"Japan",1,"PJ Lambie",7,"FH","lost",0,"1","2"
"2521",2,"Tonga",0,"Namibia",1,"VF Lilo",7,"FB","won",0,"2","2"
"2522",2,"Rom",0,"Canada",1,"FA Vlaicu",7,"C","won",0,"2","2"
"2523",1,"Urug",0,"Fiji",0,"AL Ormaechea",7,"SH","lost",1,"2","2"
"2524",2,"Georg",0,"Namibia",1,"M Kvirikashvili",7,"FB","won",0,"2","2"
"2525",2,"Rom",0,"Italy",1,"FA Vlaicu",7,"C","lost",0,"2","1"
"2526",2,"Aust",0,"New Zealand",1,"BT Foley",7,"FH","lost",0,"1","1"
"2527",2,"Russ",0,"Spain",1,"Y Kushnarev",7,"FH","won",0,"2","2"
"2528",2,"Braz",0,"Chile",1,"DN Harvey",7,"FH","lost",0,"3","3"
"2529",2,"Russ",0,"Germany",1,"R Gaisin",7,"FH","won",0,"2","2"
"2530",1,"Wales",0,"England",0,"DR Biggar",7,"FH","lost",1,"1","1"
"2531",2,"HK",0,"Japan",1,"B Rimene",7,"FH","lost",0,"3","2"
"2532",1,"Chile",0,"Argentina",0,"R Fernandez Grosetete",7,"FH","lost",1,"3","1"
"2533",2,"SA",0,"Ireland",1,"ET Jantjies",7,"FH","lost",0,"1","1"
"2534",2,"Wales",0,"New Zealand",1,"DR Biggar",7,"FH","lost",0,"1","1"
"2535",2,"NZ",0,"Australia",1,"AW Cruden",7,"FH","won",0,"1","1"
"2536",2,"Georg",0,"Japan",1,"M Kvirikashvili",7,"FB","lost",0,"2","2"
"2537",2,"Scot",0,"Australia",1,"GD Laidlaw",7,"SH","lost",0,"1","1"
"2538",2,"Russ",0,"Hong Kong",1,"Y Kushnarev",7,"FH","won",0,"2","3"
"2539",2,"Italy",0,"South Africa",1,"C Canna",7,"FH","won",0,"1","1"
"2540",2,"USA",0,"Tonga",1,"W Holder",7,"FH","lost",0,"2","2"
"2541",1,"Italy",0,"Tonga",0,"T Allan",7,"FH","lost",1,"1","2"
"2542",2,"Braz",0,"Chile",1,"MR Duque",7,"C","won",0,"3","3"
"2543",2,"Can",0,"Chile",1,"GA McRorie",7,"SH","won",0,"2","3"
"2545",2,"Wales",0,"Ireland",1,"SL Halfpenny",7,"FB","won",0,"1","1"
"2546",2,"Belg",0,"Romania",1,"A Williams",7,"FB","lost",0,"3","2"
"2547",1,"Russ",0,"Germany",0,"R Gaisin",7,"FH","won",1,"2","2"
"2548",1,"Germ",0,"Russia",0,"R Parkinson",7,"C","lost",1,"2","2"
"2549",2,"HK",0,"Japan",1,"J Hood",7,"SH","lost",0,"3","2"
"2550",2,"Fiji",1,"Italy",0,"BTT Volavola",7,"FH","won",0,"2","1"
"2551",2,"USA",0,"Georgia",1,"AL MacGinty",7,"C","lost",0,"2","2"
"2552",2,"Samoa",0,"Wales",1,"T Pisi",7,"FH","lost",0,"2","1"
"2553",1,"Namib",0,"Tunisia",0,"HA Kisting",7,"FH","won",1,"2","3"
"2554",2,"SA",0,"New Zealand",1,"ET Jantjies",7,"FH","lost",0,"1","1"
"2555",2,"NZ",0,"South Africa",1,"LZ Sopoaga",7,"FH","won",0,"1","1"
"2556",3,"SA",0,"Wales",0,"AS Pretorius",6,"FH","won",0,"1","1"
"2557",0,"Rom",0,"Portugal",2,"DM Dumbrava",6,"FH","won",0,"2","2"
"2558",3,"Arg",0,"Chile",0,"I Mieres",6,"FH","won",0,"1","3"
"2559",0,"Italy",0,"Ireland",2,"D Bortolussi",6,"FB","lost",0,"1","1"
"2560",0,"Scot",1,"France",1,"DA Parks",6,"FH","lost",0,"1","1"
"2561",0,"Fra",0,"Scotland",2,"D Traille",6,"C","won",0,"1","1"
"2562",3,"Fra",0,"Ireland",0,"JB Elissalde",6,"SH","won",0,"1","1"
"2563",0,"Czech",1,"Portugal",1,"T Krejci",6,"FH","lost",0,"3","2"
"2564",0,"Port",0,"Georgia",2,"PPDC Cabral",6,"FB","lost",0,"2","2"
"2565",0,"Spain",0,"Romania",2,"JM Nava de Olano",6,"C","lost",0,"2","2"
"2566",0,"Russ",0,"Spain",2,"V Motorin",6,"SH","won",0,"2","2"
"2567",0,"Arab",0,"Japan",2,"P Beard",6,"FB","lost",0,"3","2"
"2568",0,"Kazak",0,"Japan",2,"M Lifontov",6,"FB","lost",0,"3","2"
"2569",3,"Spain",0,"Portugal",0,"M Gratton Cristol",6,"FH","won",0,"2","2"
"2570",3,"JPN",0,"Hong Kong",0,"RT Nicholas",6,"C","won",0,"2","3"
"2571",0,"HK",0,"Japan",2,"K Pannell",6,"FH","lost",0,"3","2"
"2572",0,"Ire",0,"New Zealand",2,"RJR O'Gara",6,"FH","lost",0,"1","1"
"2573",3,"Can",0,"USA",0,"J Pritchard",6,"W","won",0,"2","2"
"2574",0,"Tonga",0,"Samoa",2,"VF Lilo",6,"W","lost",0,"2","2"
"2575",0,"Fra",0,"Australia",2,"D Yachvili",6,"SH","lost",0,"1","1"
"2576",0,"Arg",0,"Italy",2,"MT Bosch",6,"C","lost",0,"1","1"
"2577",0,"Arg",0,"Italy",2,"JM Hernandez",6,"FH","lost",0,"1","1"
"2578",0,"SA",0,"Australia",2,"FPL Steyn",6,"C","lost",0,"1","1"
"2579",0,"Italy",0,"Australia",2,"L Orquera",6,"FH","lost",0,"1","1"
"2580",0,"Scot",0,"New Zealand",2,"CD Paterson",6,"FB","lost",0,"1","1"
"2581",0,"Arg",0,"France",2,"F Contepomi",6,"C","lost",0,"1","1"
"2582",0,"Eng",0,"Australia",2,"DJ Cipriani",6,"FH","lost",0,"1","1"
"2583",0,"Eng",0,"South Africa",2,"DJ Cipriani",6,"FH","lost",0,"1","1"
"2584",3,"Georg",0,"Germany",0,"M Kvirikashvili",6,"FB","won",0,"2","2"
"2585",0,"Italy",0,"England",2,"LJ McLean",6,"FH","lost",0,"1","1"
"2586",0,"Wales",0,"Scotland",2,"SM Jones",6,"FH","won",0,"1","1"
"2587",0,"Scot",0,"France",2,"PJ Godman",6,"FH","lost",0,"1","1"
"2588",0,"Germ",0,"Portugal",2,"K Davies",6,"FH","lost",0,"2","2"
"2589",0,"Ire",0,"England",2,"RJR O'Gara",6,"FH","won",0,"1","1"
"2590",0,"HK",0,"Japan",2,"K Pannell",6,"FH","lost",0,"3","2"
"2591",0,"Can",0,"Ireland",2,"J Pritchard",6,"FB","lost",0,"2","1"
"2592",0,"Urug",0,"Romania",2,"JJ Etcheverry Cavanna",6,"FH","lost",0,"2","2"
"2593",0,"NZ",0,"France",2,"SR Donald",6,"FH","won",0,"1","1"
"2594",3,"Lions",0,"South Africa",0,"SM Jones",6,"FH","lost",0,"Lions","1"
"2596",0,"Italy",0,"New Zealand",2,"LJ McLean",6,"FB","lost",0,"1","1"
"2597",0,"Can",0,"USA",2,"J Pritchard",6,"FB","lost",0,"2","2"
"2598",0,"SA",0,"New Zealand",2,"FPL Steyn",6,"FB","won",0,"1","1"
"2599",0,"SA",1,"Australia",1,"M Steyn",6,"FH","lost",0,"1","1"
"2601",0,"Italy",0,"New Zealand",2,"C Gower",6,"FH","lost",0,"1","1"
"2602",0,"Namib",0,"Tunisia",2,"E Wessels",6,"FH","won",0,"2","3"
"2603",0,"Wales",0,"Argentina",2,"SL Halfpenny",6,"W","won",0,"1","1"
"2604",0,"Eng",0,"New Zealand",2,"JP Wilkinson",6,"FH","lost",0,"1","1"
"2605",0,"Scot",0,"Australia",2,"PJ Godman",6,"FH","won",0,"1","1"
"2606",0,"Fiji",0,"Ireland",2,"NT Little",6,"FH","lost",0,"2","1"
"2607",0,"Urug",0,"USA",2,"JJ Etcheverry Cavanna",6,"FB","lost",0,"2","2"
"2608",0,"Samoa",0,"Italy",2,"TJ Esau",6,"FB","lost",0,"2","1"
"2609",0,"Scot",0,"Argentina",2,"PJ Godman",6,"FH","lost",0,"1","1"
"2610",0,"Rom",0,"Fiji",2,"FA Vlaicu",6,"FB","lost",0,"2","2"
"2611",0,"Russ",0,"Canada",2,"Y Kushnarev",6,"FH","lost",0,"2","2"
"2612",3,"Rom",0,"Germany",0,"FA Vlaicu",6,"FH","won",0,"2","2"
"2613",0,"Germ",0,"Russia",2,"M Gungor",6,"FH","lost",0,"2","2"
"2614",0,"Eng",0,"Scotland",2,"TGAL Flood",6,"FH","draw",0,"1","1"
"2615",3,"Spain",0,"Germany",0,"C Sempere Padilla",6,"FH","won",0,"2","2"
"2616",0,"Port",0,"Romania",2,"PMDC Leal",6,"FB","lost",0,"2","2"
"2617",0,"Urug",0,"Brazil",2,"E Caffera",6,"FH","won",0,"2","3"
"2618",3,"Arg",0,"Uruguay",0,"I Mieres",6,"FH","won",0,"1","2"
"2619",3,"Arg",0,"Chile",0,"I Mieres",6,"FH","won",0,"1","3"
"2620",0,"Urug",0,"Canada",2,"E Caffera",6,"FH","lost",0,"2","2"
"2621",3,"Ire",0,"New Zealand",0,"RJR O'Gara",6,"FH","lost",0,"1","1"
"2622",0,"Arg",0,"Scotland",2,"F Contepomi",6,"FH","lost",0,"1","1"
"2623",3,"Samoa",0,"Tonga",0,"L Lui",6,"FH","won",0,"2","2"
"2625",0,"Wales",1,"New Zealand",1,"SM Jones",6,"FH","lost",0,"1","1"
"2626",0,"Arg",0,"Scotland",2,"F Contepomi",6,"FH","lost",0,"1","1"
"2627",0,"Aust",0,"Ireland",2,"MJ Giteau",6,"C","won",0,"1","1"
"2628",0,"Italy",0,"South Africa",2,"M Bergamasco",6,"W","lost",0,"1","1"
"2629",3,"Samoa",0,"Fiji",0,"L Lui",6,"FH","won",0,"2","2"
"2631",3,"Can",0,"Belgium",0,"NS Hirayama",6,"FH","won",0,"2","3"
"2632",0,"Wales",0,"Fiji",2,"DR Biggar",6,"FH","draw",0,"1","2"
"2633",0,"Italy",0,"Australia",2,"M Bergamasco",6,"W","lost",0,"1","1"
"2634",0,"Eng",0,"South Africa",2,"TGAL Flood",6,"FH","lost",0,"1","1"
"2635",0,"Italy",0,"Ireland",2,"M Bergamasco",6,"W","lost",0,"1","1"
"2636",3,"Eng",0,"Italy",0,"JP Wilkinson",6,"FH","won",0,"1","1"
"2637",0,"Scot",0,"Wales",2,"DA Parks",6,"FH","lost",0,"1","1"
"2638",0,"Italy",0,"Wales",2,"M Bergamasco",6,"W","lost",0,"1","1"
"2639",0,"Scot",1,"Ireland",1,"DA Parks",6,"FH","lost",0,"1","1"
"2640",0,"Rom",0,"Georgia",2,"FA Vlaicu",6,"FH","lost",0,"2","2"
"2642",3,"NZ",0,"Fiji",0,"DW Carter",6,"FH","won",0,"1","2"
"2643",0,"SA",0,"Australia",2,"M Steyn",6,"FH","lost",0,"1","1"
"2644",0,"Ire",0,"Scotland",2,"JJ Sexton",6,"FH","lost",0,"1","1"
"2645",0,"Wales",0,"England",2,"R Priestland",6,"FH","won",0,"1","1"
"2646",0,"SA",0,"Australia",2,"AD James",6,"FH","lost",0,"1","1"
"2647",3,"Italy",0,"Japan",0,"R Bocchino",6,"FH","won",0,"1","2"
"2648",0,"Rom",0,"Scotland",2,"DM Dumbrava",6,"FH","lost",0,"2","1"
"2649",0,"Arg",0,"England",2,"M Rodriguez Gurruchage",6,"FB","lost",0,"1","1"
"2650",0,"Italy",0,"Australia",2,"M Bergamasco",6,"W","lost",0,"1","1"
"2651",0,"Aust",0,"Italy",2,"QS Cooper",6,"FH","won",0,"1","1"
"2652",0,"Georg",0,"Scotland",2,"M Kvirikashvili",6,"FH","lost",0,"2","1"
"2653",0,"Aust",0,"Ireland",2,"JD O'Connor",6,"W","lost",0,"1","1"
"2654",0,"Ire",0,"Australia",2,"RJR O'Gara",6,"C","won",0,"1","1"
"2655",0,"Wales",0,"Samoa",2,"JW Hook",6,"FB","won",0,"1","2"
"2656",0,"Wales",0,"Samoa",2,"R Priestland",6,"FH","won",0,"1","2"
"2657",0,"Can",2,"France",0,"A Monro",6,"FH","lost",0,"2","1"
"2658",0,"Scot",1,"Argentina",1,"RJH Jackson",6,"FH","lost",0,"1","1"
"2659",3,"Wales",0,"Namibia",0,"R Priestland",6,"FH","won",0,"1","2"
"2660",0,"Rom",0,"Georgia",2,"DM Dumbrava",6,"FH","lost",0,"2","2"
"2661",0,"Scot",1,"England",1,"DA Parks",6,"FH","lost",0,"1","1"
"2662",0,"Scot",0,"England",2,"CD Paterson",6,"FB","lost",0,"1","1"
"2663",0,"Italy",0,"Ireland",2,"M Bergamasco",6,"W","lost",0,"1","1"
"2664",0,"Fra",0,"England",2,"D Yachvili",6,"SH","won",0,"1","1"
"2665",0,"Aust",0,"South Africa",2,"JD O'Connor",6,"W","won",0,"1","1"
"2666",0,"Scot",0,"England",2,"DA Parks",6,"FH","lost",0,"1","1"
"2667",0,"Ukr",0,"Spain",2,"O Kosariev",6,"C","lost",0,"3","2"
"2668",0,"Rom",0,"Georgia",2,"VN Calafeteanu",6,"SH","lost",0,"2","2"
"2669",0,"Scot",0,"Italy",2,"GD Laidlaw",6,"FH","lost",0,"1","1"
"2670",0,"Fra",0,"Wales",2,"D Yachvili",6,"SH","lost",0,"1","1"
"2671",0,"Spain",1,"Romania",1,"M Peluchon Carrero",6,"FH","won",0,"2","2"
"2672",3,"Rom",0,"Ukraine",0,"FA Vlaicu",6,"FH","won",0,"2","3"
"2673",0,"Aust",0,"Scotland",2,"MJ Harris",6,"C","lost",0,"1","1"
"2674",0,"Urug",0,"Romania",2,"AL Ormaechea",6,"SH","lost",0,"2","2"
"2675",0,"JPN",0,"Samoa",2,"A Goromaru",6,"FB","lost",0,"2","2"
"2676",0,"Eng",0,"South Africa",2,"OA Farrell",6,"FH","draw",0,"1","1"
"2677",0,"Arg",0,"South Africa",2,"JM Hernandez",6,"FH","lost",0,"1","1"
